online_order,book_table,rate,votes,location,cuisines,cost,menu_item
1,0,3.9,115,62,792,400,5047
1,0,4.2,577,56,128,600,4954
1,0,4,154,62,949,500,4513
1,0,3.7,418,56,1636,400,2809
1,1,4.4,4869,56,1468,600,2222
1,0,3.9,129,56,778,400,2542
1,0,3.7,594,72,875,250,4661
1,0,4.1,142,52,956,400,362
1,0,3.8,209,62,552,450,1816
1,0,4.1,133,52,1577,250,5047
1,0,3.8,179,56,84,300,5047
1,0,3.5,250,52,1235,300,5047
1,0,4,89,87,1060,300,384
1,0,3.4,89,87,1196,300,1866
1,0,4.1,935,52,1136,700,2893
1,0,2.8,340,52,1474,750,4926
1,0,3.6,99,5,467,500,5047
1,0,3.3,239,56,1209,400,179
1,0,3.9,250,69,1190,500,1019
1,0,3.6,209,15,322,400,2636
1,0,4,71,52,1587,300,3963
1,0,3.4,84,81,1156,200,3578
1,0,3.8,251,52,825,350,1761
1,0,3.8,462,56,1037,600,1270
1,0,3.9,343,56,1196,500,3550
1,0,4,284,62,1547,150,4465
1,0,4,1192,52,1589,250,3573
1,0,3.9,182,62,1465,800,3034
1,0,4,163,60,1547,400,5047
1,0,4.1,559,62,1392,500,1888
1,0,4.1,1107,56,1002,700,885
1,0,4,340,52,593,350,2459
1,0,4.7,4408,52,1547,150,5047
1,0,4,629,61,777,450,4154
1,0,4.1,637,56,333,700,2595
1,0,4,380,56,625,750,633
0,0,3.9,133,56,181,500,5047
1,0,4,152,72,1156,600,550
1,0,3.8,99,62,817,300,1088
1,0,4.1,249,56,790,500,5027
1,0,4,108,56,821,250,3727
1,0,4.1,181,69,1547,100,3255
1,0,3.9,171,87,1061,450,1550
1,1,4.4,1016,5,1375,800,3681
1,0,4.1,52,69,1113,600,3276
1,0,4,221,62,235,650,1991
1,0,4,124,56,202,300,2880
1,0,3.7,62,87,1282,550,2513
1,0,3.8,328,62,1600,450,4548
1,1,4.8,6433,52,41,1400,422
1,0,4.1,196,52,773,300,1608
1,0,3.9,244,69,1156,250,852
1,0,4.1,243,5,296,600,3722
1,0,2.7,61,52,1278,800,5047
1,0,4,233,56,842,500,2026
1,0,4.1,308,52,1489,1200,4634
1,1,4.9,1940,52,1375,2000,2196
1,1,4.6,2315,62,723,1100,1513
1,1,4.4,2881,56,1302,1200,3371
1,0,4,106,87,817,150,5047
1,0,3.2,58,56,436,900,5047
1,0,4.2,418,56,523,700,1309
1,0,3.4,62,52,1547,500,3368
1,0,4.2,84,72,1628,150,3713
1,0,4.1,184,56,217,500,1725
1,0,3.9,461,52,552,200,2226
1,0,3.5,140,56,1156,300,196
1,0,3.8,284,5,582,800,4388
1,0,4,73,52,1121,250,2864
1,0,3.6,159,69,1196,350,852
1,0,3.7,69,56,1327,650,3527
1,0,4.5,785,52,1680,1000,4491
1,1,4.5,1636,15,1008,1300,930
1,0,3.8,67,87,956,450,302
1,1,4,605,56,486,800,4823
1,0,3.7,43,61,602,900,1188
1,0,4,266,56,1547,200,5047
1,0,4,172,52,1611,300,1212
1,0,4,702,56,966,700,4882
1,0,4,96,62,529,150,1563
1,0,4.1,135,69,210,150,3074
1,0,2.7,93,56,1644,300,3944
1,0,2.4,71,52,934,500,3232
1,1,4.2,674,56,694,800,4282
1,0,3.9,359,52,767,300,2081
1,0,4.8,391,81,767,400,3925
1,0,4.1,219,52,1547,100,5047
1,0,3.8,120,52,819,300,5047
1,0,3.3,210,87,1034,450,2126
1,0,4,255,56,789,500,3284
1,0,3.7,119,56,1277,400,78
1,0,3.8,162,56,1500,300,1449
1,0,3.9,130,52,182,450,2937
1,0,3.9,89,52,953,500,2291
1,0,3.9,111,72,779,400,3734
1,0,4.2,504,52,494,500,4434
1,0,3.9,281,56,826,500,3374
1,0,2.8,114,56,332,600,3181
1,1,4.1,662,52,887,1100,2264
1,1,4,868,56,678,1000,1079
1,0,4,58,52,1456,300,312
1,0,4.3,722,67,350,400,1581
1,1,4.3,1099,52,1011,1500,1336
1,0,4.1,257,81,402,500,916
1,0,4.1,272,52,404,600,4996
1,0,4,377,52,1474,400,3124
1,0,4.3,657,15,427,750,5000
1,0,3.7,118,87,1272,400,4348
1,1,4.1,552,56,383,800,2497
1,0,3.7,114,56,817,400,5047
1,0,3.9,210,60,1399,600,1196
1,0,3,75,62,1562,300,2728
1,0,3.9,105,52,822,300,5047
1,0,2.9,67,87,1589,600,4712
1,0,4.1,489,52,1547,300,3503
1,1,4.3,863,15,659,1000,2140
1,0,3.1,94,62,1085,350,1538
1,0,3.9,431,56,700,700,1779
1,0,3.9,291,52,1590,300,3960
1,0,3.8,111,60,1537,750,1275
1,0,3.7,55,56,364,400,1050
1,0,4.1,669,56,463,800,3926
1,0,3.9,40,52,1547,150,97
1,0,4.2,744,15,406,750,2260
1,0,3.8,87,52,181,400,598
1,0,3.9,48,56,332,600,368
1,0,3.5,78,60,1599,400,3250
1,0,4,69,52,332,500,1039
1,0,3.7,100,52,1196,400,264
1,0,2.8,55,81,1617,400,3460
1,0,3.9,250,52,455,400,4018
1,0,3.7,126,56,456,700,4111
1,0,3.9,363,56,477,900,1052
1,0,4.1,159,81,455,300,408
1,0,3.6,89,56,1384,650,365
1,0,3.8,86,52,1031,600,3298
1,0,3.9,49,56,787,200,5047
1,0,3.7,88,60,565,500,2879
1,0,3.7,160,15,604,700,1283
1,0,3.8,208,15,1597,400,3541
1,0,4.5,2407,52,1547,150,5047
1,0,3.8,154,56,1209,450,5047
1,0,3.7,158,60,1156,600,5047
1,0,3.8,253,81,1209,800,2738
0,0,4.2,124,52,1112,400,5047
1,1,4,610,52,1156,1000,5047
1,1,4.2,166,52,1415,1100,5047
1,1,4.1,469,52,1367,1200,5047
0,0,4.3,188,52,951,200,5047
1,0,3,106,60,1386,550,5047
1,0,4,124,60,1132,200,5047
1,0,3.9,140,60,1209,500,4610
1,0,3.2,711,56,267,500,5047
1,0,4,238,56,454,500,5047
1,0,3.8,72,62,1248,350,5047
1,0,3.9,317,62,59,800,5047
1,0,3.9,72,52,425,500,540
1,0,2.9,139,56,947,650,995
1,0,3.9,86,72,866,200,3633
1,0,4,280,72,1294,600,4581
1,0,3.8,50,56,1196,300,5047
1,0,3.8,215,62,266,400,5047
1,0,3.8,591,62,68,700,5047
1,0,2.3,178,62,1284,500,3175
1,0,2.6,166,56,1048,350,5047
1,0,4.1,500,62,1196,600,5047
1,0,4,397,62,1156,450,5047
1,1,4.5,1150,52,521,1700,5047
1,0,3.8,323,52,1208,650,5047
0,1,4,1070,52,1196,950,5047
1,0,3.4,77,20,1268,400,5047
1,0,3,99,56,1258,500,5047
0,1,4.3,1143,52,1416,1100,5047
1,0,3.4,589,62,69,600,5047
0,0,3.7,175,52,604,600,5047
1,0,4,537,56,561,650,5047
1,0,3.5,100,62,1597,400,5047
1,0,4.1,327,52,1547,150,5047
1,0,3.9,81,52,1607,600,5047
1,0,4.2,100,87,1222,1000,5047
1,0,3.7,349,62,1383,600,5047
1,0,4.2,253,87,1589,450,5047
1,0,3.7,67,5,1196,500,5047
1,1,4.2,476,15,1272,1700,5047
1,0,4.2,136,15,162,1500,5047
1,0,4.1,444,52,524,600,5047
1,0,3.9,61,5,1121,100,1981
1,0,4.1,398,15,544,600,5047
0,0,3.1,49,52,1586,800,5047
1,1,3.8,280,60,1531,1200,5047
0,0,2.6,30,52,920,500,5047
1,0,3.7,50,51,1554,750,5047
1,0,3.8,571,67,565,800,5047
1,1,3.9,675,62,1296,900,5047
1,0,3.7,101,60,612,500,5047
1,0,3.1,94,60,1202,500,5047
1,1,4,457,15,604,1000,5047
1,0,3.8,149,62,521,700,5047
1,1,4.1,532,67,1088,1000,5047
1,1,4,380,15,1243,850,5047
1,1,4,672,67,1156,900,5047
1,0,3.8,177,72,235,300,5047
1,1,4.1,426,62,1537,1100,5047
1,0,3.7,212,56,1416,900,5047
0,1,4.3,592,67,1156,1200,5047
0,1,4.2,174,67,1490,1200,5047
0,1,4.3,854,62,1466,800,5047
0,1,4.3,354,67,1006,1400,5047
0,0,4,471,70,1156,600,5047
1,1,4.6,514,72,1094,1000,5047
1,1,3.7,56,62,1539,900,5047
0,0,2.5,60,67,71,750,5047
0,0,3.8,53,61,1196,750,5047
0,0,4.1,184,72,661,800,5047
1,1,4.1,289,67,1244,800,5047
1,0,3.7,46,61,1547,1000,5047
1,0,4.1,196,69,1079,300,5047
0,0,2.7,268,52,1465,500,5047
1,0,3.7,168,56,490,700,5047
1,0,3.9,86,61,723,1500,5047
1,0,4.2,1731,52,539,1400,5047
0,0,3.9,83,72,253,650,5047
1,1,3.8,91,15,1429,1800,5047
1,0,4.1,289,62,1465,600,4171
0,0,4.2,217,52,181,400,5047
1,0,3.8,87,52,181,400,598
0,0,3.9,107,52,789,250,5047
1,0,4.2,287,52,783,700,2626
0,0,4.3,188,52,951,200,5047
0,0,3.9,132,52,188,250,5047
1,0,4.3,124,52,1121,250,5047
1,0,4.1,196,52,773,300,1608
1,0,3.9,89,52,953,500,2291
1,0,3.9,359,52,767,300,2081
1,0,3.7,104,52,778,400,2540
1,0,4.1,142,52,956,400,362
1,0,4,165,52,792,400,612
0,0,4.1,81,52,949,100,5047
0,0,4.1,96,52,214,250,5047
0,0,3.8,51,52,950,200,5047
1,0,3.9,130,52,182,450,2937
1,0,4.3,722,67,350,400,1580
0,0,4.3,90,67,399,800,5047
1,0,4.4,403,72,956,400,4566
1,0,3.9,111,72,779,400,3734
0,0,4.2,59,70,790,1250,5047
0,0,4.1,184,72,661,800,5047
0,0,4.8,1156,62,181,200,5047
1,1,4.3,355,5,1468,600,2237
1,0,4,629,61,777,450,4154
0,0,4.3,236,61,767,500,5047
1,0,4,154,62,949,500,4513
0,1,4.3,1143,52,1416,1100,5047
0,1,4.1,4767,52,1020,2600,5047
1,1,4.9,1940,52,1375,2000,2197
0,0,4.3,2316,52,909,1800,5047
0,1,4.3,950,52,1296,2000,5047
0,1,4.7,1316,52,163,1300,5047
0,1,4.2,563,52,1073,2500,5047
1,1,4.1,469,52,1367,1200,3515
1,1,4.5,1150,52,521,1700,4966
1,1,4.8,6433,52,41,1400,422
1,0,4.1,935,52,1136,700,2892
1,0,4.5,785,52,1680,1000,4491
1,0,4.2,1731,52,539,1400,3349
1,1,4.3,1099,52,1011,1500,1336
0,0,4.1,213,52,262,800,5047
1,1,4,610,52,1156,1000,5033
0,0,4,775,52,968,1400,5047
0,1,4,1070,52,1196,950,5047
1,0,4,69,52,332,500,1039
1,0,4.1,272,52,404,600,4996
1,1,4.1,662,52,887,1100,2264
0,1,4,568,52,1416,1000,5047
0,0,4.2,485,52,1375,1500,5047
0,0,4.2,608,52,592,500,5047
1,0,4.1,444,52,524,600,4774
1,0,4.1,308,52,1489,1200,4635
1,0,4.3,127,52,1547,100,425
0,0,4.1,730,52,903,1500,5047
1,0,3.8,323,52,1208,650,543
0,0,3.8,409,52,1447,700,5047
0,0,3.9,115,52,565,500,5047
1,0,4.2,504,52,494,500,4433
0,1,4.2,244,52,983,2500,5047
0,1,4.1,401,52,718,1500,5047
1,0,4.2,287,52,783,700,2626
0,0,4.1,1187,52,807,1500,5047
1,0,3.9,81,52,1607,600,1100
1,0,2.7,82,52,1599,400,3245
0,1,3.7,96,52,884,1100,5047
1,0,2.8,340,52,1474,750,4926
1,1,4.2,166,52,1415,1100,202
1,0,3.8,86,52,1031,600,3298
1,0,4.1,327,52,1547,150,5047
0,1,3.7,77,52,624,2000,5047
1,0,3.9,250,52,455,400,4018
1,0,3.9,72,52,425,500,540
0,0,3.7,175,52,604,600,5047
1,0,2.7,61,52,1278,800,5047
0,0,2.8,81,52,1597,600,5047
0,0,3.9,282,52,1547,250,5047
1,0,4.7,4408,52,1547,150,742
1,0,4,1192,52,1589,250,3574
0,0,4.3,354,52,1551,300,5047
1,0,4.1,133,52,1577,250,2978
1,0,4,71,52,1587,300,3964
0,0,3.8,76,52,1547,200,5047
0,0,4.2,600,52,1589,200,5047
1,0,4,340,52,593,350,2459
0,0,4.1,748,52,1547,150,5047
1,0,4,172,52,1611,300,1212
1,0,4,192,52,322,400,186
0,0,4.1,534,52,1618,800,5047
0,0,4.2,124,52,1112,400,5047
1,0,3.5,250,52,1235,300,3708
0,0,4.2,62,52,1585,350,5047
0,0,4,212,52,1156,250,5047
1,0,4,633,52,323,600,4931
1,0,4,377,52,1474,400,3123
0,0,3.1,116,52,1451,600,5047
1,0,3.9,461,52,552,200,2226
1,0,4,151,52,829,500,5047
0,0,4.2,61,52,1628,200,5047
0,0,4,52,52,865,250,5047
1,0,3.9,112,52,1636,200,3070
0,0,2.9,57,52,1156,300,5047
1,0,3.7,89,52,1242,500,4751
1,0,4,58,52,1456,300,312
1,0,3.7,100,52,1196,400,264
0,0,3.9,47,52,1070,300,5047
1,0,3.4,62,52,1547,500,3368
1,0,3.8,120,52,819,300,5047
0,0,4.2,471,52,1628,100,5047
1,0,4.2,466,52,1547,300,52
1,0,3.9,291,52,1590,300,3961
1,0,2.7,72,52,1360,550,3638
1,0,4,165,52,792,400,612
1,0,2.4,71,52,934,500,3231
0,0,3.1,49,52,1586,800,5047
0,0,2.6,30,52,920,500,5047
0,0,2.8,42,52,1021,150,5047
0,0,2.7,268,52,1465,500,5047
0,0,4.4,2127,67,1416,1200,5047
0,1,4.3,592,67,1156,1200,5047
0,1,4.2,174,67,1490,1200,5047
0,1,4.2,371,70,1297,2400,5047
1,1,4.6,514,72,1094,1000,1297
1,0,3.8,571,67,565,800,2660
0,1,4.1,309,70,1317,4100,5047
0,1,4.2,358,72,1222,1500,5047
0,0,3.9,629,70,878,2000,5047
1,1,4,672,67,1156,900,5047
0,1,4.3,413,70,1375,5000,5047
0,0,4.3,90,67,399,800,5047
0,1,4.3,354,67,1006,1400,5047
0,1,4,344,72,739,3000,5047
0,0,4.1,179,72,885,3000,5047
0,0,3.9,481,67,878,1500,5047
0,1,4.3,476,67,364,1000,5047
1,1,4.1,532,67,1088,1000,2955
0,1,4.3,202,70,1547,4000,5047
0,0,3.8,273,72,663,2200,5047
0,1,4.2,258,67,1129,1800,5047
0,1,4.3,291,70,1156,4000,5047
0,1,4.1,432,72,1043,1200,5047
0,0,4.3,177,67,427,700,5047
1,1,4.1,289,67,1244,800,4959
0,0,4,149,72,1443,700,5047
0,0,4,471,70,1156,600,5047
0,1,4,207,72,1014,2200,5047
0,1,4.1,187,70,799,2500,5047
0,0,4.1,62,72,1423,450,5047
0,0,3.9,83,72,253,650,5047
0,1,4,134,72,1351,3700,5047
1,0,3.9,134,67,610,700,4876
1,0,4,280,72,1294,600,4581
0,0,2.5,60,67,71,750,5047
1,0,4,152,72,1156,600,550
0,0,4.1,184,72,661,800,5047
1,0,4.5,96,72,1547,300,3690
1,0,4.3,84,72,1547,200,3253
1,0,3.8,177,72,235,300,5047
0,0,3.9,46,67,1561,200,5047
1,0,3.9,86,72,866,200,5047
1,0,3.7,594,72,875,250,4661
0,1,4.3,1042,62,891,1650,5047
1,1,4.6,2315,62,723,1100,1513
0,0,4.5,3953,61,1484,1300,5047
0,0,4.3,678,62,1547,400,5047
0,1,4.5,2711,56,688,1200,5047
0,1,4.5,409,61,1296,1200,5047
1,1,4.3,355,5,1468,600,2236
0,0,4.3,813,62,1289,600,5047
0,1,4.3,854,62,1466,800,5047
1,0,4.2,418,56,523,700,1309
0,1,4.2,168,61,624,1400,5047
1,1,4.3,1033,61,1423,850,1871
0,0,3.9,156,87,1423,300,5047
1,1,3.9,675,62,1296,900,5047
1,0,4.2,1440,56,459,650,2428
1,1,4.1,426,62,1537,1100,3373
1,0,3.9,317,62,59,800,4660
1,0,3.8,328,62,1600,450,5047
1,0,3.8,591,62,68,700,5047
0,0,4.1,485,61,1547,400,5047
1,0,4.1,500,62,1196,600,2621
1,0,4,89,87,1060,300,3877
0,0,3.7,81,62,1423,600,5047
1,0,3.8,215,62,266,400,569
1,0,3.4,589,62,69,600,3363
1,1,3.7,56,62,1539,900,2741
1,0,2.3,178,62,1284,500,5047
1,0,4,397,62,1156,450,414
0,0,3.6,68,62,1587,450,5047
1,0,3.7,349,62,1383,600,5047
0,0,3.8,53,61,1196,750,5047
1,0,3,75,62,1562,300,5047
1,0,3.8,209,62,552,450,5047
0,1,4.5,2713,56,688,1200,5047
0,1,4.1,4768,52,1020,2600,5047
0,0,4.3,2318,52,909,1800,5047
1,1,4.2,470,52,1367,1200,5047
1,0,4.2,1731,52,539,1400,5047
0,0,4,775,52,968,1400,5047
1,1,4.1,662,52,887,1100,5047
0,0,4.1,731,52,903,1500,5047
0,1,4.1,402,52,718,1500,5047
0,1,3.7,96,52,884,1100,5047
0,1,3.7,77,52,624,2000,5047
0,0,3.9,630,70,878,2000,5047
0,0,4.1,181,72,885,3000,5047
0,0,3.9,481,67,878,1500,5047
0,0,3.8,273,72,663,2200,5047
0,1,4.3,1058,62,891,1650,5047
0,1,4.5,2713,56,688,1200,5047
1,1,4.6,2338,62,723,1100,5047
1,1,4.2,470,52,1367,1200,5047
1,1,4.8,6440,52,41,1400,5047
1,0,4.2,1731,52,539,1400,5047
1,1,4.1,662,52,887,1100,5047
0,0,4.1,731,52,903,1500,5047
0,1,3.7,96,52,884,1100,5047
0,1,3.7,77,52,624,2000,5047
0,0,4.1,181,72,885,3000,5047
0,1,4.1,187,70,799,2500,5047
0,1,4.3,1058,62,891,1650,5047
0,0,4.5,3960,61,1484,1300,5047
0,1,4.2,167,61,624,1400,5047
0,1,4.3,764,53,741,2500,5047
1,1,4.6,5894,53,721,1400,5047
0,1,4.4,730,53,726,1500,5047
0,1,4.8,7284,53,1324,1500,5047
0,1,4.8,12121,53,813,1600,5047
0,1,4.8,3932,53,720,1300,5047
0,1,4.7,7154,53,153,1400,5047
0,1,4.5,1909,53,1369,1100,5047
0,1,4.5,3486,53,1394,1300,5047
1,1,4.4,1184,53,1228,1200,5047
0,1,4.5,785,53,1309,2700,5047
0,0,4.3,1370,53,1303,1000,5047
0,1,4.3,1074,53,1325,1600,5047
0,1,4,362,53,138,1500,5047
0,1,3.9,866,53,1126,1500,5047
1,1,4.2,344,53,170,1700,5047
0,1,4,213,53,1296,1300,5047
1,0,3.8,94,53,1272,750,5047
0,0,3.9,63,53,1146,1000,5047
0,1,2.6,62,53,1197,1000,5047
0,0,2.6,118,53,1196,1200,5047
1,1,4.4,978,9,1468,600,5047
1,1,4.2,841,9,1166,700,5047
1,1,3.8,832,9,1156,750,5047
0,0,2.8,161,84,539,1200,5047
0,0,2.9,51,84,1235,600,5047
0,1,4.3,72,9,355,400,5047
1,1,4.6,2906,53,1468,600,5047
0,0,3.9,90,53,455,700,5047
1,0,2.8,67,53,508,300,5047
0,0,3.6,94,53,360,700,5047
1,0,4.1,85,53,370,400,5047
1,0,3.6,97,53,332,650,782
1,0,4.1,825,9,506,300,277
1,1,4,137,9,325,600,5047
1,1,3.2,503,9,359,500,3836
0,0,4,80,9,332,500,5047
0,0,4.1,707,9,387,600,5047
1,0,3.9,55,80,869,300,2112
1,0,3.6,174,80,1056,400,3407
1,0,3.8,604,53,1477,700,5047
1,0,4.2,373,9,604,600,5047
1,0,3.6,151,17,1004,450,5047
1,0,3.8,798,53,1429,450,3948
1,0,3.8,84,80,1518,250,937
1,0,2.8,295,53,1196,500,5047
1,1,4.2,841,9,1166,700,859
1,0,4.5,157,53,1259,300,5047
1,0,2.4,135,53,1196,600,5047
1,0,3.5,69,9,1142,850,1456
1,0,3.8,61,53,939,500,235
1,0,3.8,759,53,1210,500,2997
1,0,3.6,97,53,332,650,782
1,0,3.8,70,9,214,400,3983
1,0,3.7,163,53,1156,400,5047
1,0,3.2,419,84,1327,500,3530
1,0,4,234,10,235,650,1989
1,0,3.7,242,53,1407,400,5047
1,1,4.4,1810,53,558,800,5047
1,0,3.4,313,53,1196,300,5047
1,0,4.2,226,9,1121,400,4216
1,0,2.4,172,53,1474,400,3129
1,0,3.2,220,53,1547,450,5047
1,0,3.6,348,53,94,1000,5047
1,1,3.4,153,53,1196,800,5047
1,0,3,401,9,829,500,5047
1,0,4,173,53,817,400,5047
1,0,3.9,94,53,942,300,5047
1,0,3.8,94,53,821,250,5047
1,0,3.7,53,84,1156,350,5047
1,0,4.6,121,53,214,400,5047
1,0,4,97,53,1209,400,4349
1,0,2.6,159,53,1156,300,2448
1,0,2.6,346,53,947,700,2561
1,0,4,312,53,1628,150,638
1,0,3.2,155,53,199,600,1517
1,0,3.9,1994,53,238,800,1831
1,0,3.3,228,53,1268,250,1107
1,0,3.1,217,53,601,650,4385
1,0,3.3,71,53,228,250,2152
1,0,4.1,519,53,790,500,2272
1,0,4,174,53,798,350,5047
0,1,4.2,1459,53,50,800,5047
1,0,3.8,71,53,227,200,2320
0,1,3.8,53,53,731,1400,5047
1,0,4.2,571,9,1392,500,5047
1,1,4.1,99,53,669,1100,1973
1,0,3.3,184,53,825,350,472
0,0,3.9,96,53,517,650,5047
1,0,4.2,403,84,1156,400,5047
1,1,4.4,441,84,1315,1400,5047
1,0,3.7,494,53,278,700,2735
1,0,3.4,115,53,1335,300,3851
0,1,3.7,88,53,652,800,5047
1,0,4.1,49,53,1113,600,4011
0,1,2.7,444,53,1156,900,5047
1,0,4.2,3367,53,239,600,2467
1,0,4.1,326,53,1196,300,3842
1,0,2.8,132,17,923,450,3017
1,0,4.5,236,53,1131,300,5047
0,0,3.9,412,53,240,300,5047
0,0,2,259,53,80,800,5047
0,0,3.8,111,53,1196,600,5047
1,0,3.9,115,9,1162,800,969
1,0,3.3,802,9,106,400,5047
1,0,4,244,53,1637,200,5047
1,0,3.9,195,84,1196,300,5047
0,0,3.8,36,53,80,1100,5047
1,0,3.9,671,53,1606,450,2842
1,0,3.4,422,53,1196,400,3592
1,0,3.1,159,9,1209,450,4915
1,0,3.9,907,84,1156,400,5047
1,0,4.2,337,53,1643,200,2912
0,0,3.4,131,53,857,500,5047
0,0,4.1,123,53,1156,200,5047
1,0,4,223,33,944,700,5047
0,0,3.6,87,53,43,650,5047
1,0,4.4,541,58,769,600,2089
1,0,4.5,971,53,956,400,1979
0,0,3.9,63,53,1146,1000,5047
1,0,4.1,287,53,789,300,5047
1,0,4.3,509,84,956,400,5047
0,0,3.8,60,53,817,800,5047
1,0,4.2,49,53,1465,600,4166
1,0,4.1,74,53,1465,800,1446
1,0,4.1,85,53,370,400,3683
1,0,3.8,27,53,234,150,5047
1,0,3.6,113,84,64,200,5047
0,0,3.8,690,53,604,1000,5047
0,1,2.6,62,53,1197,1000,5047
0,0,2.1,342,53,282,500,5047
1,0,3.5,47,53,1208,300,3600
1,1,4.6,2906,53,1468,600,5047
0,0,3.6,28,53,1196,600,5047
0,0,2.3,203,53,1196,400,5047
1,0,3.9,96,53,1190,500,1018
1,0,4,183,9,782,550,560
1,1,4.6,5894,53,721,1400,5047
1,0,3.7,129,80,285,300,1120
1,0,3.2,50,84,53,300,5047
1,0,3.9,308,33,613,500,1314
1,0,4.2,220,53,1156,300,1899
0,0,3.8,78,53,1196,350,5047
1,1,4.4,3004,53,1311,1300,4246
1,0,4.1,221,80,1644,250,541
1,0,3.9,536,53,322,450,5047
1,0,3.4,250,9,203,400,4920
1,0,3.7,83,53,307,600,1959
1,0,3.6,66,53,1181,600,1191
0,0,3.5,45,53,1175,400,5047
1,0,3.9,772,53,1181,1000,1117
1,1,4.1,341,9,102,600,5047
1,1,4.6,592,84,0,1000,933
1,0,3.9,632,53,1451,300,3785
1,0,3.7,143,53,214,300,2901
1,1,3.8,345,53,238,800,3534
0,0,2.8,110,53,1002,600,5047
1,0,3.6,543,53,209,400,4512
1,1,4,364,84,1053,700,1197
1,0,4.1,932,84,1081,700,3259
1,0,4.1,461,53,1451,400,2665
1,1,4.1,1752,84,1017,1400,223
1,1,4.5,751,84,9,900,4528
1,0,4,741,84,625,750,2025
1,1,4,914,53,45,750,4621
1,0,3.8,314,77,1200,400,1869
1,1,3.2,503,9,359,500,5014
1,0,3.7,231,53,1591,500,5047
1,0,4,284,53,236,750,343
1,0,3,178,33,1547,200,3191
1,1,3.9,231,53,1182,800,3347
1,0,4,105,53,210,300,5047
1,0,3.6,131,53,197,600,2888
1,0,3.9,198,9,1180,300,4039
1,1,3.2,271,9,723,1500,2335
1,1,4.4,3113,53,1350,1500,2813
1,0,4.1,671,53,1674,450,4982
1,0,3.7,354,84,1181,700,5047
1,0,4.1,426,53,1156,1000,1681
1,0,4.4,1053,84,929,500,1
1,0,3.6,83,33,866,350,5047
1,0,4,136,53,1579,1000,333
1,1,4.4,1184,53,1228,1200,5047
1,0,3.8,198,9,84,300,2758
1,0,3.8,62,84,38,600,5047
1,0,4.1,50,53,1640,200,1955
1,1,4,137,9,325,600,4109
1,0,4.3,178,84,1340,400,2318
1,0,4,728,53,941,800,4616
1,0,3.8,76,33,558,250,1311
1,0,3.8,121,53,1070,150,5047
1,1,4.2,198,53,88,1000,723
1,1,4,511,9,48,800,2195
1,0,3.8,295,53,1459,350,5047
1,0,3.9,81,53,1156,250,57
1,0,2.7,135,53,277,550,5047
1,0,3.9,1624,84,292,800,2556
1,0,3.2,61,33,1474,400,3112
1,0,3.7,853,84,50,650,5047
1,0,4.2,264,9,1547,200,891
1,0,3.6,82,9,817,400,2584
1,0,2.8,67,53,508,300,2404
0,0,2.4,58,53,1196,600,5047
1,0,4,501,53,604,600,3686
1,0,3.7,63,53,839,200,3262
1,0,4.2,44,53,789,300,20
1,1,4.3,1287,53,172,1100,3663
0,0,4,395,53,49,500,5047
1,0,3.7,210,53,1181,600,3660
0,0,4.1,1143,9,1439,500,5047
0,1,4.3,72,9,355,400,5047
0,0,3.4,232,9,516,550,5047
0,0,3.8,210,33,205,500,5047
1,0,3.8,79,77,1272,400,5047
0,0,2.6,142,9,1589,400,5047
0,0,3.6,98,9,1196,450,5047
0,0,3.7,61,33,1416,300,5047
0,0,2.8,70,80,1520,650,5047
0,0,2.4,229,9,1156,450,5047
0,0,2.9,115,9,1196,800,5047
0,0,4.1,707,9,387,600,5047
1,0,3.1,142,53,1423,450,5047
1,1,3.8,384,53,1592,800,5047
1,0,2.8,1878,9,110,750,1330
1,0,3.7,114,53,1209,400,2022
1,0,2.6,104,53,1474,750,5047
1,0,3.8,374,53,1410,300,2354
1,0,3,148,9,57,600,5047
1,0,3.7,198,53,74,650,5047
1,1,3.8,585,53,1183,600,2871
1,0,3.6,26,53,1196,250,4286
1,0,3.9,56,53,609,800,4879
1,0,4.1,48,53,1156,250,290
1,0,4,472,9,1156,700,3677
1,0,3.6,106,9,1589,250,3413
1,0,3.6,82,53,1670,400,1404
1,0,3,459,53,1356,500,3030
1,0,3.6,56,25,374,1000,477
1,0,3.6,92,9,1589,350,2034
1,0,3.6,92,53,1354,700,1002
1,1,4,561,53,1196,900,5047
1,0,3.8,232,53,197,300,5047
1,0,4.1,685,53,1644,200,5047
1,0,3.5,129,33,1547,400,1758
1,0,3.7,205,53,1156,350,3565
1,0,3.5,107,9,69,500,3448
1,0,4.2,116,9,1552,800,2019
1,0,3.8,219,10,609,500,4779
1,1,4,157,53,1405,800,5047
1,0,3.7,49,9,826,300,1494
1,0,3.7,833,53,286,700,4397
1,0,3.1,61,53,521,650,4780
1,1,3.9,228,53,1413,750,5047
1,0,3.8,35,53,1156,150,3946
1,0,3.5,377,9,569,750,1886
1,0,3.7,128,33,1423,600,5047
1,0,3.2,115,33,520,500,5047
1,0,3.7,61,53,296,700,5047
1,0,4.1,825,9,506,300,3366
1,0,3.6,42,53,1196,300,5047
1,0,3.9,219,53,1156,250,5047
1,0,3.8,60,33,178,450,1596
1,0,4.2,176,53,1401,1000,5047
1,0,3.8,49,53,1033,300,2962
0,0,3.6,94,53,360,700,5047
1,0,3.8,93,33,1033,300,5047
1,0,3.8,54,53,1386,400,5047
1,0,3.8,170,33,1196,500,5047
